,tweet_id,retweet_count,favorite_count
2003,670040295598354432,101,686
2004,670037189829525505,249,540
2005,670003130994700288,83,303
2006,669993076832759809,74,297
2007,669972011175813120,138,410
2008,669970042633789440,49,278
2009,669942763794931712,143,458
2010,669926384437997569,87,349
2011,669923323644657664,53,212
2012,669753178989142016,358,731
2013,669749430875258880,60,233
2014,669684865554620416,79,460
2015,669683899023405056,98,348
2016,669682095984410625,123,319
2017,669680153564442624,259,609
2018,669661792646373376,383,737
2019,669625907762618368,1633,3225
2020,669603084620980224,332,871
2021,669597912108789760,138,466
2022,669583744538451968,840,1364
2023,669573570759163904,126,399
2024,669571471778410496,918,1459
2025,669567591774625800,47,212
2026,669564461267722241,108,356
2027,669393256313184256,65,323
2028,669375718304980992,651,1211
2029,669371483794317312,158,449
2030,669367896104181761,138,419
2031,669363888236994561,207,569
2032,669359674819481600,110,340
2033,669354382627049472,1145,2470
2034,669353438988365824,235,575
2035,669351434509529089,166,397
2036,669328503091937280,381,929
2037,669327207240699904,112,522
2038,669324657376567296,191,453
2039,669216679721873412,363,1089
2040,669214165781868544,143,397
2041,669203728096960512,421,919
2042,669037058363662336,279,596
2043,669015743032369152,333,672
2044,669006782128353280,219,527
2045,669000397445533696,5711,19186
2046,668994913074286592,203,395
2047,668992363537309700,306,673
2048,668989615043424256,300,613
2049,668988183816871936,412,825
2050,668986018524233728,147,500
2051,668981893510119424,273,497
2052,668979806671884288,309,725
2053,668975677807423489,524,1186
2054,668967877119254528,21,131
2055,668960084974809088,222,642
2056,668955713004314625,65,248
2057,668932921458302977,53,233
2058,668902994700836864,91,290
2059,668892474547511297,132,367
2060,668872652652679168,274,487
2061,668852170888998912,145,417
2062,668826086256599040,118,390
2063,668815180734689280,234,512
2064,668779399630725120,337,652
2065,668655139528511488,198,484
2066,668645506898350081,475,806
2067,668643542311546881,465,803
2068,668641109086707712,485,975
2069,668636665813057536,448,945
2070,668633411083464705,1434,2553
2071,668631377374486528,288,649
2072,668627278264475648,100,288
2073,668625577880875008,115,348
2074,668623201287675904,673,1287
2075,668620235289837568,36,187
2076,668614819948453888,285,565
2077,668587383441514497,969,1533
2078,668567822092664832,49,219
2079,668544745690562560,203,465
2080,668542336805281792,189,414
2081,668537837512433665,63,233
2082,668528771708952576,198,423
2083,668507509523615744,94,295
2084,668496999348633600,118,370
2085,668484198282485761,214,382
2086,668480044826800133,131,414
2087,668466899341221888,462,806
2088,668297328638447616,268,572
2089,668291999406125056,29,222
2090,668286279830867968,124,457
2091,668274247790391296,209,749
2092,668268907921326080,211,501
2093,668256321989451776,538,1185
2094,668248472370458624,421,870
2095,668237644992782336,2536,5634
2096,668226093875376128,90,263
2097,668221241640230912,178,464
2098,668204964695683073,178,509
2099,668190681446379520,180,593
2100,668171859951755264,168,442
2101,668154635664932864,283,455
2102,668142349051129856,254,527
2103,668113020489474048,214,611
2104,667937095915278337,721,1139
2105,667924896115245057,98,271
2106,667915453470232577,50,192
2107,667911425562669056,261,446
2108,667902449697558528,348,784
2109,667886921285246976,960,1701
2110,667885044254572545,420,752
2111,667878741721415682,106,362
2112,667873844930215936,367,569
2113,667866724293877760,930,2788
2114,667861340749471744,74,226
2115,667832474953625600,57,267
2116,667806454573760512,444,962
2117,667801013445750784,84,293
2118,667793409583771648,302,634
2119,667782464991965184,222,373
2120,667773195014021121,47,212
2121,667766675769573376,198,389
2122,667728196545200128,135,337
2123,667724302356258817,284,438
2124,667550904950915073,29,0
2125,667550882905632768,26,0
2126,667549055577362432,2024,5256
2127,667546741521195010,115,310
2128,667544320556335104,479,786
2129,667538891197542400,59,184
2130,667534815156183040,471,740
2131,667530908589760512,218,426
2132,667524857454854144,1009,1546
2133,667517642048163840,175,340
2134,667509364010450944,1913,6236
2135,667502640335572993,201,499
2136,667495797102141441,239,476
2137,667491009379606528,200,472
2138,667470559035432960,88,230
2139,667455448082227200,56,176
2140,667453023279554560,80,287
2141,667443425659232256,519,701
2142,667437278097252352,213,411
2143,667435689202614272,79,279
2144,667405339315146752,202,424
2145,667393430834667520,51,175
2146,667369227918143488,149,334
2147,667211855547486208,219,445
2148,667200525029539841,236,566
2149,667192066997374976,87,345
2150,667188689915760640,348,665
2151,667182792070062081,5473,12954
2152,667177989038297088,50,175
2153,667176164155375616,407,548
2154,667174963120574464,70,224
2155,667171260800061440,73,196
2156,667165590075940865,1015,2443
2157,667160273090932737,55,230
2158,667152164079423490,15078,43415
2159,667138269671505920,1951,4130
2160,667119796878725120,118,298
2161,667090893657276420,111,301
2162,667073648344346624,106,364
2163,667070482143944705,13,74
2164,667065535570550784,40,149
2165,667062181243039745,47,198
2166,667044094246576128,44,170
2167,667012601033924608,195,406
2168,666996132027977728,80,219
2169,666983947667116034,871,2320
2170,666837028449972224,486,729
2171,666835007768551424,70,190
2172,666826780179869698,81,232
2173,666817836334096384,224,461
2174,666804364988780544,79,211
2175,666786068205871104,428,679
2176,666781792255496192,171,345
2177,666776908487630848,152,313
2178,666739327293083650,60,212
2179,666701168228331520,193,387
2180,666691418707132416,43,167
2181,666649482315059201,556,1010
2182,666644823164719104,73,214
2183,666454714377183233,189,459
2184,666447344410484738,19,93
2185,666437273139982337,41,108
2186,666435652385423360,44,143
2187,666430724426358785,171,284
2188,666428276349472768,67,145
2189,666421158376562688,95,285
2190,666418789513326592,39,109
2191,666411507551481857,280,385
2192,666407126856765440,30,98
2193,666396247373291520,72,150
2194,666373753744588802,75,166
2195,666362758909284353,486,680
2196,666353288456101888,62,187
2197,666345417576210432,128,259
2198,666337882303524864,80,171
2199,666293911632134144,303,443
2200,666287406224695296,57,127
2201,666273097616637952,69,154
2202,666268910803644416,32,89
2203,666104133288665088,5659,12979
2204,666102155909144576,11,67
2205,666099513787052032,56,138
2206,666094000022159362,65,148
2207,666082916733198337,40,97
2208,666073100786774016,137,277
2209,666071193221509120,52,132
2210,666063827256086533,185,418
2211,666058600524156928,49,103
2212,666057090499244032,116,260
2213,666055525042405380,205,388
2214,666051853826850816,734,1068
2215,666050758794694657,51,119
2216,666049248165822465,37,92
2217,666044226329800704,119,253
2218,666033412701032449,38,104
2219,666029285002620928,41,116
2220,666020888022790149,439,2331
